pickup,delivery,distance,weight,date,predicted_rate,market_index,quote_signal,day_of_week,is_weekend,day_of_month,month,quarter,day_of_year,week_of_year,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,quote_deviation,quote_is_urgent,quote_is_distressed,is_short_haul,is_long_haul,log_distance,weight_ton,ton_miles,log_weight,market_quote_interaction,pickup_lat,pickup_lon,delivery_lat,delivery_lon,haversine_dist,detour_ratio,eq_Dry Van,eq_Flatbed,eq_Reefer,lane,lane_rpm_enc
Lexington,Fort Wayne,360,32000.0,2025-12-17,,0.95783,1.98584,2,0,17,12,4,351,51,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.2593382659754056,0.9657865518844574,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-18,,0.95783,1.98584,3,0,18,12,4,352,51,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.2426868445825954,0.9701046827361175,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-19,,0.95783,1.98584,4,0,19,12,4,353,51,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.22596360824801906,0.974135744004672,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-20,,0.95783,1.98584,5,1,20,12,4,354,51,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.20917350564635637,0.9778785428342386,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-21,,0.95783,1.98584,6,1,21,12,4,355,51,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.19232150523909483,0.9813319716704275,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-22,,0.95783,1.98584,0,0,22,12,4,356,52,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.17541259380427843,0.9844950085880858,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-23,,0.95783,1.98584,1,0,23,12,4,357,52,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.15845177496083632,0.9873667175937016,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-24,,0.95783,1.98584,2,0,24,12,4,358,52,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.14144406768794202,0.9899462489023779,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-25,,0.95783,1.98584,3,0,25,12,4,359,52,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.12439450483979998,0.9922328391893008,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-26,,0.95783,1.98584,4,0,26,12,4,360,52,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.10730813165636247,0.9942258118156161,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-27,,0.95783,1.98584,5,1,27,12,4,361,52,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.09019000427034513,0.9959245770286599,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-28,,0.95783,1.98584,6,1,28,12,4,362,52,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.07304518821104743,0.9973286321364752,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-29,,0.95783,1.98584,0,0,29,12,4,363,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.05587875690537313,0.9984375616565666,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-30,,0.95783,1.98584,1,0,30,12,4,364,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.03869579017652689,0.9992510374388481,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
Lexington,Fort Wayne,360,32000.0,2025-12-31,,0.95783,1.98584,2,0,31,12,4,365,1,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.021501372740813793,0.999768818762748,0.01415999999999995,0,0,0,0,5.8888779583328805,16.0,5760.0,10.373522431293592,1.9020971272,36.99152,-84.99876,41.31561,-85.36206,299.40161841988265,1.202398310002232,1,0,0,Lexington_Fort Wayne,2.319785741819841
